Cc1cc(F)ccc1C(=O)c1ccc(F)cc1
CCCCCOc1ccc(F)cc1[Mg]Br
CC(O)C(O)C(O)C(C)O
NCCN1CCNC1=O
CC(C)(Oc1ccc(Cl)cc1)C(=O)O
O=P(Cl)(Cl)NS(=O)(=O)c1ccccc1
COC(=O)C(F)CO
CCOCc1cnc(C)[nH]c1=O
N#CC(C#N)=Cc1ccc(O)cc1
Fc1ccc(CBr)c(C(F)(F)F)c1
OCC1CCC1
COc1cc(OC(C)C)ccc1C(N)CC(=O)O
Cc1cn([C@H]2CC(N)[C@@H](CO)O2)c(=O)[nH]c1=O
CC(C)(C)OC(=O)NCCSc1ncccc1I
Cc1ccc(Cl)c(N)c1
CCOc1ccc2nc(Cl)c(C=O)cc2c1
FS(F)(F)(F)(F)c1cccc(Br)c1
NCc1ccccc1O
CCCC[C@H](NC(=O)c1ccccc1)C(=O)O
CCC(N)c1nc(C)c(C)s1
CCCCCCCCC=CCCCCCCCC(=O)NCCO
COc1ccc(-c2csc(NN)n2)cc1
Nc1[c-][c-]n[c-]c1I
Cc1ccc(F)cc1C[Mg]Cl
Cc1ccc(Cn2c(CO)nc3ccccc32)cc1
COc1ccccc1N1CCCCC1
COCCNC(=O)C1(CCO)CCN(Cc2ccccc2)CC1
O=C(O)c1cc([N+](=O)[O-])ccc1NC1CCCCC1
CCCCCCCCCO
Nc1ccc2cc(S(=O)(=O)O)ccc2c1
COc1cc(I)c(OC)cc1I
CCc1ccccc1NNC(N)=S
N#CCCNCCCCNCCC#N
O=Cc1ccc(C=O)cc1
Cc1cc(N)c2ccc(Cl)c(Cl)c2n1
Cc1ccc(C(=O)C(C#N)=CN(C)C)cc1C
CCCCOC(=O)OCC(F)(F)C(F)(F)C(F)(F)F
[c-]1cccs1
Brc1cccc(C2OCCO2)c1
CN(Cc1ccc(F)cc1)C(=N)N
C=Cc1ccc(COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
O=[N+]([O-])c1ccc(S(=O)(=O)N2CCOCC2)cc1
CSCc1ccc(CSC)cc1
O=C(c1ccc(O)cc1)N1CCNCC1
CC(C)c1nnc(S)n1Cc1ccco1
CCOC(=O)C(Br)c1ccc(Br)cc1
CC1(C)OB(c2cccn2S(=O)(=O)c2ccccc2)OC1(C)C
Cc1cccc(C(=O)c2ccc(Cl)c(Cl)c2)c1C
Cc1cc(N)ccc1[N+](=O)[O-]
O=Cc1ccc2ccccc2c1Br
CC(C)(C)OC(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1
CCc1ccc(C)nc1
COC(=O)[C@H]1O[C@H]1C(=O)OC
COc1ccc2oc(=O)c(-c3ccccc3)cc2c1
O=C(Cl)CCC1CCCCC1
Clc1cccc2ncnn12
FS(F)(F)(F)(F)c1cccc(I)c1
CC(=O)OCC=C(C)CCC=C(C)C
O=c1ncn(-c2ccccc2)[nH]1
OB(O)c1ccccc1COc1cccc(C(F)(F)F)c1
C[C@H]1CCC[C@@H](C)N1CC1CCCCCN1
COC(=O)c1ccc(-c2noc(C)n2)cc1
CC(C)Oc1cccc(C=C2SC(S)=NC2=O)c1
NC(=O)c1ccc(F)cc1Cl
FC(F)(F)c1cccc(OC2CNC2)c1
Cc1[nH]c2c(I)cccc2c1CCN
O=Cc1c(-c2ccc(Cl)c(Cl)c2)nc2ncccn12
O=C(O)c1c(Br)ccc(F)c1F
CCCCCCCCCCCCS(=O)(=O)Cl
Cc1cc[n+](-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1C
O=C(N[C@H](CCc1ccccc1)C(=O)O)OCc1ccccc1
Nc1cc(Cl)cnc1O
CCOc1ccc(C(CC)=NO)cc1
NC(=O)NC(=O)COc1ccccc1[N+](=O)[O-]
Clc1cccc(CC[Zn]Br)c1
CN1CCCC1CC[Mg]Cl
CC(C)(C)Oc1ccc(B2OC(C)(C)C(C)(C)O2)cc1
CC(=O)C(C)Oc1ccc2c(oc(=O)c3ccccc32)c1C
Cc1ccc(-n2c(S)nc3ccccc3c2=O)cc1
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
O=C(OCC1c2ccccc2-c2ccccc21)C1N[C@H](C(=O)O)Cc2ccccc21
Nc1nccnc1Cl
Nc1ccccc1-n1cncn1
CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC
C=C(C)C(=O)OC12CC3CC(CC(C3)C1)C2
CCOc1ccccc1-c1cc(C(=O)O)c2ccccc2n1
Fc1ccccc1-c1nc2ccncc2[nH]1
NS(=O)(=O)c1ccc(Cl)c(Cl)c1
CCCCCCCCCCCCCCCCC1c2ccccc2-c2ccccc21
COc1ccc(C(F)(F)F)cc1CO
CC1(C)OB(C=CCO[Si](C)(C)C(C)(C)C)OC1(C)C
Cc1cc([N+](=O)[O-])nn1CC(F)(F)F
FC(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F
Sc1ccc(Cl)cc1
Nc1ccc(C(O)(c2ccc(N)cc2)c2ccc(N)cc2)cc1
CCOC(=O)CN1CCC(CC)CC1
OCCOc1ccc(OCCO)cc1
CC(C)(C)OC(=O)N1CCC(NC2CC2)CC1
O=C(O)c1cccnc1Br
CCN(CCC(O)S(=O)(=O)[O-])c1cccc(C)c1
CCOc1c(F)cc(F)cc1[Mg]Br
CCCCCCCCOC(=O)CCCCCCC
COC(C[Zn]Br)OC
CC(=O)c1ccc(-c2cccs2)s1
CCCCCC[Zn]Br
NC(=O)NC1CCCCC1
O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)F
O=C(O)c1cccc2c1OCCO2
CCOC(=O)C(=O)CC(=O)c1ccc(C)cc1
O=C1NC(=O)C(F)C(C(=O)O)N1
CC1CN(C)CCC1=O
O=C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21
COc1ccc(C=CCO)cc1
O=C(O)C1=CC(O)C(O)C(O)C1
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1
O=C(O)c1cccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3)CC2)c1
O=c1c2ccccc2nc(S)n1Cc1ccco1
Fc1c(F)c(F)c(OC(F)(F)C(F)C(F)(F)F)c(F)c1F
NC(Cc1cn(Cc2ccccc2)cn1)C(=O)O
CC(C)c1cc(N)n[nH]1
NCCOCc1ccccc1
CNC(=O)Oc1cccc2c1OC(C)(C)C2
CCOC(=O)c1cnc(Cl)cc1Cl
Cc1c(-c2ccccc2)c(=O)oc2ccc(Cl)cc12
O=C(O)[C@@H](O)C1CCCCC1
COc1cc2c(cc1CN)CCC2
O=C(O)CCC(=O)Nc1ccc([B-](F)(F)F)cc1
CCNCCOc1cccc(Cl)c1
COc1ccc(CCCCCBr)cc1
Fc1ccc(C[Zn]Br)cc1Br
Cc1ccc(S(=O)(=O)OCC2CCCO2)cc1
Cc1ccc(N)cc1S(=O)(=O)Nc1ccccc1
Brc1ccc(Br)s1
Cn1c(=O)[nH]c2ccccc2c1=O
COC(=O)c1cc(-c2ccc(OC(F)F)cc2)[nH]n1
COC(=O)C(C)n1nc(C)c(Br)c1C
COC(=O)C(=O)CC(=O)c1c[nH]c2ccccc12
CC(=O)c1ccc(C(=O)O)c(Br)c1
O=C1c2ccccc2C(=O)N1CCN1CCOCC1
[2H]C([2H])(OC)C([2H])([2H])Oc1cc2ncnc(Nc3cccc(C#C)c3)c2cc1OC([2H])([2H])C([2H])([2H])OC
CCCOc1ccc([Mg]Br)cn1
O=C(CCCCl)Nc1ccc(Cl)cn1
CC1(C)OB(c2ccccc2C(F)(F)F)OC1(C)C
Nc1cc(Cl)c(O)c(Cl)c1
Cc1[c-][c-]c(N2c3[c-][c-]c(C=C(c4[c-][c-][c-][c-][c-]4)C4CCCCC4)[c-]c3C3CCCC32)[c-][c-]1
Nc1cc(CO)ccn1
Cc1nc2cc(Cl)ccn2n1
CCOCCCN
NNC(=O)c1n[nH]c2c1CCCC2
CN1[C@H]2CC[C@@H]1CC(=O)C2
CC(=O)NC1CC(C)(C)N([O])C(C)(C)C1
O=C([O-])c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
OB(O)c1ccc(F)c(F)c1F
Cc1ccc(Cl)cc1NN
OCc1cccc2cccc(CO)c12
COC(=O)c1c[c-]c(F)cc1
CC(C)(C)OC(=O)NC(C)(C)C(=O)O
O=C(O)c1ccccc1SCC(=O)N1CCc2ccccc21
O=C(O)c1cc(I)c(F)cc1F
O=C(O)c1ccc(-n2ccc(C(F)(F)F)n2)cc1
CC(C)CC(CO)(CO)CC(C)C
Cc1ccc(C(F)(F)F)cc1C=CC(=O)O
COCc1ccc([Zn]Br)cc1
CCc1cnc(C)nc1Cl
O=S(=O)(c1ccccc1)C(F)(F)F
FC(F)(F)Oc1ccccc1[Zn]Br
C=CCOc1cccc(OCC=C)c1C
O=C(O)c1cc(-c2ccccn2)[nH]n1
Nc1cccc(C(F)(F)F)n1
Nc1ncc(Cc2ccccc2F)s1
CS(=O)(=O)c1cc(Cl)cc(Cl)c1
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
CCCCC(CC)C[Si](Cl)(Cl)CC(CC)CCCC
CCCc1nc(-c2ccc(C)cc2)no1
CCCCCCCCCCCCCCCc1c(N)c(=O)n(-c2ccc(NC(=O)CCC(=O)OC)cc2)n1C
Cc1ccc2ccccc2c1[Zn]Br
CCc1[nH]nc(C(F)(F)F)c1I
CCOc1ccnc(OCC)n1
C=CB1OC(C)(C)C(C)(C)O1
COC(=O)c1ccc(N=C=O)cc1
N#Cc1ccccc1N1CC(C(=O)O)C1
CCOc1ccc(C=O)cc1Br
CCNC(=O)CBr
CCC(CC)NC(=O)C1(CCO)CCN(Cc2ccccc2)CC1
O=c1[nH]c2cccc(N3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)c2o1
CCCCCCOc1ccc([Mg]Br)cc1OC
O=P(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1
C[Si](C)(C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C
CSc1nc(C)cc(C)n1
COC(=O)CCc1ccc(C(=O)OC)cc1
OCCCc1nc(Cl)n[nH]1
COC(=O)c1cc(C)nc(Cl)n1
C1COC(C2=NCCO2)=N1
Clc1cc(Br)cc(Cl)c1Cl
O=C(O)c1c(I)ccc(F)c1F
O=CNC1CCCCC1
N#Cc1cc(F)c(N)c(Cl)c1
CC(=O)c1ccc2nc(O)sc2c1
O=C(Nc1cc(C(F)(F)F)c(Br)cc1[N+](=O)[O-])C(F)(F)F
CSc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)O)cc1
CCCCCCCCCCCCCCCCCCOC(C)=O
F[B-](F)(F)CC1CCCC1
O=C(O)c1cc(Cl)ccc1OCc1ccccc1Cl
CCOC(=O)C(Br)(Br)C(=O)OCC
CC(N)c1ccc(F)cc1
Cn1nc(-c2ccc(Cl)cc2)c(Cl)cc1=O
CCC#CCCCCCCCl
O=C1OCC2C3OC(C4OC34)C12
COc1ccc(C(=O)c2cc(C)ccc2C)cc1OC
COc1ccc(OC)c([PH-](C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C
CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N1[C@H](C(=O)O)COC1(C)C
COc1ccc(OCc2nc3ccccc3[nH]2)cc1
Cc1cccc2c1sc1ccccc12
CC(C)(C)OC(=O)N1CCC(=O)C(F)C1
O=C(CCl)N1CCCCC1
OC(c1ccc(F)cc1)c1ccc(Br)cc1
O=Cc1ccc(B(O)O)s1
CCOc1ccc(C[Mg]Cl)cc1
NNC(=O)Cc1cccc2ccccc12
CC(=O)c1cc2cnccc2[nH]c1=O
COC(=O)CCSCCC(=O)OC
Cc1ccc([N+](=O)[O-])c(N)c1C
CCCC(=O)c1ccc[cH-]1
COc1cc(Br)c(C=O)cc1OC
O=C1CCCN1c1nc2ccccc2s1
N#Cc1cnccn1
COC(=O)c1cc(-c2ccc(C=O)cc2)ccc1F
CNCc1cccc(F)c1
CC(C)Oc1ccc(OC(F)(F)F)cc1B(O)O
CC1(C)OB(c2ccc(N3CCCC3)cc2)OC1(C)C
Cc1cccc([N+](=O)[O-])c1F
O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)cc(-c3ccc(C(O[Zn+])O[Zn+]O[Zn+]OC(O[Zn+])c4ccc(-c5cc(-c6ccc(C(=O)[O-])cc6)cc(-c6ccc(C(=O)[O-])cc6)c5)cc4)cc3)c2)cc1
O=S(=O)(Cl)c1cc(F)c(F)c(F)c1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
O=[N+]([O-])c1cc(F)ccc1-n1cccn1
CC(C)CNCc1cccc(F)c1
Cc1c(F)cccc1F
CCC(N)CC
Cc1nn(-c2cccc(Cl)c2)c(Sc2ccc(Cl)cc2)c1C=O
Br[Zn]CCC1OCCCO1
O=C1CC[N-]CC1[N+](=O)[O-]
CCc1ccc(-c2cc(C(=O)O)c3cc(Cl)ccc3n2)cc1
c1ccc(CNCc2ccco2)nc1
Br[Mg]c1cccc(OCCC2OCCCO2)c1
O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1
CCOC(=O)c1sc(-c2ccc(O)c(C=O)c2)nc1C
O=Cc1cc(Br)ccc1Br
CC1(C)CO1
CC(=O)O[C@H]1C=CO[C@@H](C)[C@@H]1OC(C)=O
O=Cc1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1
NC(CCCC(=O)O)C(=O)O
O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1
CCCCCCCNC(=O)OC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]1O
O=C(O)C=CC(F)(Cl)C(F)(F)Br
COc1ccc(C)c(F)c1B1OC(C)(C)C(C)(C)O1
COc1ccc(C(=O)CCCCl)c(OC)c1
CCOC(=O)c1cnc2c(F)c(F)c(F)cc2c1O
O=[N+]([O-])c1ccc(O)cc1CO
O=C(O)CCC(F)(Cl)C(F)(F)Br
COC(=O)C(C)(C)C
Cc1cccc(-c2cc(C(=O)O)ccc2F)c1
C1=NC(c2ccccc2)C(c2ccccc2)=N1
O=C(O)CC1(CC(=O)c2ccccc2)CCCC1
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C=C1C2CC3CC(C2)CC1C3
Clc1nc(Cl)c2c(n1)CCN(Cc1ccccc1)C2
COC(OC)c1ccn[nH]1
C=CC(C)OC(C)=O
SCc1cccc(Br)c1
CCCCCCCCCS
CCCCCCCOc1ccc(C=Nc2ccc(N=Cc3ccc(OCCCCCCC)cc3)cc2)cc1
CC(Cl)C(=O)C(C#N)=C1Nc2ccccc2S1
CCP(CC)c1ccccc1
COc1cc(N)c(Cl)cc1Cl
C=CCn1c(S)nnc1-c1ccc(OC2CCCC2)cc1
Fc1cccc(Cl)c1CNC1CC1
Cc1ccc2c(c1)C(CC(=O)O)C(=O)N2
CCCCC(CC)COC(=O)CCS
CC1OC(=O)OC1C
CCCCOC(=O)OCCCC(F)(F)C(F)(F)F
NNc1nncc2ccccc12
O=C(O)c1cnccc1C(F)(F)F
CCCCCCCCCCCCCC(=O)OCC(O)CO
C=CCC(OCC)OCC
COc1ccc(Cl)cc1C(=O)c1c(Cl)cccc1Cl
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O
O=Cc1ccc(Cc2ccccc2)cc1
ON=Cc1cccc(Cl)c1F
CC(=O)Nc1cc(Br)ccc1C
COC(=O)N1CCN(c2ccc(Br)cc2)CC1
N#Cc1ccc(Br)c([N+](=O)[O-])c1
COC(=O)c1cccnc1COC(C)=O
CCOC(COCC(OCC)OCC)OCC
O=C(O)c1ccc(Br)s1
NC(=O)c1cccc(I)c1
CC(C)(C)OC(=O)NCCNS(=O)(=O)c1ccc(Br)cc1
COC(=O)C1CN(Cc2ccccc2)CCO1
CCOP(=O)(OCC)C(C)C#N
CSc1nc(Cl)cc(NC(C)C)n1
NNC(=O)CCSSCCC(=O)NN
Nc1ccc2c3c(cccc13)-c1ccccc1-2
Cc1cc(C)[n+]2cccc(O)c2n1
N#CC1(c2ccc(F)cc2)CCCCC1
CC(=O)CC(=O)ON1C(=O)CCC1=O
COc1c(F)cc(F)cc1C(=O)O
Nc1cc(C(=O)O)ccc1Br
C=CC(C)(O)CCC=C(C)CC
O=Cc1c(-c2ccc3c(c2)CCCC3)nc2sccn12
Cc1ccccc1C(=O)NCC(=O)O
NS(=O)(=O)c1cccc(Cl)c1Cl
CN1CCN(c2ccc(B3OC(C)(C)C(C)(C)O3)cn2)CC1
Br[Mg]c1cccc(SC2CCCCC2)c1
CC(NS(=O)(=O)c1ccc(F)cc1)C(=O)O
Cc1oc2ccc(-c3ccccc3)cc2[n+]1CCCS(=O)(=O)[O-]
CCC(CCCNN)c1ccccc1
O=C(O)C=CC(=O)NCc1cccc(Cl)c1
CCNc1ccc(C#N)cc1N
c1ccc(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)cc1
COC(=O)c1sccc1OCc1ccc(Cl)cc1Cl
O=C(O)c1ccc(-c2cccc(OC(F)(F)F)c2)cc1Cl
O=C(Cl)c1ccc([N+](=O)[O-])o1
CCCCc1ccc(N=Cc2ccc(OCC)cc2)cc1
CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
O=Cc1ccc([B-](F)(F)F)cc1
C[n+]1ccccc1Cl
OCc1ccc(-c2ccccn2)s1
Brc1ccccc1N(Br)C(Br)(Br)Nc1ccccc1
Nc1ccc(Cl)cc1Cl
CC(=O)c1ccc(-c2ccccc2)cc1
N#CCc1ccccc1SC(F)(F)F
FC1(F)C(F)(F)C(F)(F)C(F)(CCI)C(F)(F)C1(F)F
C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
CC(=O)Nc1ccsc1
Cc1ccc(CC(F)(F)F)cc1F
O=C(O)c1cc2ccccc2oc1=O
NCCOc1cccc2ccccc12
O=C(N[C@@H](Cc1cscn1)C(=O)O)OCC1c2ccccc2-c2ccccc21
Cn1c(=S)oc2ccccc21
CS(=O)(=O)OC1CCN(C(=O)OCc2ccccc2)CC1
CC(C)(C)C(=O)Nc1ccncc1C=O
O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl
CC(=O)c1cccc(N)c1O
OC[C@H]1O[C@H](O[C@]2(CO[C@]3(CO[C@]4(CO[C@]5(CO[C@]6(CO[C@]7(CO[C@]8(CO[C@]9(CO[C@]%10(CO[C@]%11(CO)O[C@H](CO)[C@@H](O)[C@@H]%11O)O[C@H](CO)[C@@H](O)[C@@H]%10O)O[C@H](CO)[C@@H](O)[C@@H]9O)O[C@H](CO)[C@@H](O)[C@@H]8O)O[C@H](CO)[C@@H](O)[C@@H]7O)O[C@H](CO)[C@@H](O)[C@@H]6O)O[C@H](CO)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
O=S(=O)([O-])c1cc(Cl)cc(Cl)c1O
Cc1cccc(CC(N)=NO)c1
Fc1ccc(OCc2ccc([Mg]Br)cc2)c(Cl)c1
Brc1cnc(N2CCCNCC2)nc1
CCCC(=O)C(=O)OCC
Brc1ccccc1P(C1CCCCC1)C1CCCCC1
O=C(Cl)c1ccc(Br)cc1F
Fc1ccc2c(c1)Cc1ccccc1-2
N#Cc1ccc2c(C=O)c[nH]c2c1
COc1cc(OC)cc(C(=O)NN)c1
CCCC(N)CO
N=[N+]=C1C=C(S(=O)(=O)Cl)c2ccccc2C1=O
CC(C)C(=O)Nc1ccc(F)cc1
CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
OP(OCc1ccccc1)OCc1ccccc1
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1S(=O)(=O)O
COC(=O)c1cc(Cl)ccc1O
NCCCOc1ccc(C(F)(F)F)cc1
COc1cc(C(C#N)OC(C)=O)ccc1OC(C)=O
Fc1cc(F)c(F)c(Br)c1F
Fc1cccc(C(Br)Br)c1
N#CCC(=O)C1CCC1
O=C(CCCCCl)c1ccc(Cl)cc1
COC(CN1CCNCC1)c1ccccc1
CCCC1(CC(=O)OCC)OCCO1
Cc1ccnc(Br)c1N
C=CCn1cnnc1S
COC(=O)c1cc(C(C)c2ccccc2)sc1N
COc1ccc[nH]c1=O
O=Cc1ccc2ccc3ccc(C=O)nc3c2n1
CCOC(=O)c1cccc(F)c1OC
CC(C)(C)OC(=O)NC(Cc1cccc(F)c1)C(=O)O
Cc1ccccc1NC(=O)C1CCC(C)(C(=O)O)C1(C)C
CCc1ccc(-c2cc(C(=O)O)c3ccc(C)c(C)c3n2)cc1
Oc1cccc2cccnc12
Cc1cc(Br)ccc1NC(=O)COc1ccc(C(C)C)cc1
FC(F)(F)Oc1cc(Br)ccc1N=C=S
C=C(C=COC)O[Si](C)(C)C(C)(C)C
